n.identity,n.properties.languages,n.properties.year,n.properties.imdbId,n.properties.runtime,n.properties.imdbRating,n.properties.movieId,n.properties.countries,n.properties.imdbVotes,n.properties.title,n.properties.url,n.properties.revenue,n.properties.tmdbId,n.properties.plot,n.properties.poster,n.properties.released,n.properties.budget
762,['English'],1950.0,0043014,110.0,8.5,922,['USA'],134366.0,Sunset Blvd. (a.k.a. Sunset Boulevard),https://themoviedb.org/movie/599,5000000.0,599,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,https://image.tmdb.org/t/p/w440_and_h660_face/zt8aQ6ksqK6p1AopC5zVTDS9pKT.jpg,1950-08-25,1752000.0
763,['English'],1941.0,0033467,119.0,8.4,923,['USA'],287444.0,Citizen Kane,https://themoviedb.org/movie/15,23217674.0,15,"Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance.",https://image.tmdb.org/t/p/w440_and_h660_face/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,1941-09-05,839727.0
764,"['English', ' Russian']",1968.0,0062622,149.0,8.3,924,"['USA', ' UK']",407650.0,2001: A Space Odyssey,https://themoviedb.org/movie/62,68700000.0,62,"Humanity finds a mysterious, obviously artificial object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest.",https://image.tmdb.org/t/p/w440_and_h660_face/zmmYdPa8Lxx999Af9vnVP4XQ1V6.jpg,1968-05-15,12000000.0
765,"['English', ' French']",1950.0,0042192,138.0,8.3,926,['USA'],79986.0,All About Eve,https://themoviedb.org/movie/705,150438.0,705,An ingenue insinuates herself in to the company of an established but aging stage actress and her circle of theater friends.,https://image.tmdb.org/t/p/w440_and_h660_face/6numIZH6uR3NlJgY9m7nGH0jhs.jpg,1951-01-15,1400000.0
766,"['English', ' French']",1939.0,0032143,133.0,8.0,927,['USA'],9455.0,"Women, The",https://themoviedb.org/movie/22490,2270000.0,22490,A study of the lives and romantic entanglements of various interconnected women.,https://image.tmdb.org/t/p/w440_and_h660_face/wMTbDI60uvt7ecLZ301XEE8mAOo.jpg,1939-09-01,1688000.0
767,"['English', ' French']",1940.0,0032976,130.0,8.2,928,['USA'],83762.0,Rebecca,https://themoviedb.org/movie/223,6000000.0,223,A self-conscious bride is tormented by the memory of her husband's dead first wife.,https://image.tmdb.org/t/p/w440_and_h660_face/3Gla0nxHboX3nxQzaU4SoqOtTjh.jpg,1940-04-12,1288000.0
768,"['English', ' Dutch', ' Latvian']",1940.0,0032484,120.0,7.6,929,['USA'],13167.0,Foreign Correspondent,https://themoviedb.org/movie/25670,,25670,"On the eve of WWII, a young American reporter tries to expose enemy agents in London.",https://image.tmdb.org/t/p/w440_and_h660_face/voiObyqh8LDAOdnBCKD1ZuoPVbL.jpg,1940-08-16,
769,"['English', ' French', ' Portuguese']",1946.0,0038787,101.0,8.1,930,['USA'],71749.0,Notorious,https://themoviedb.org/movie/303,24464742.0,303,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,https://image.tmdb.org/t/p/w440_and_h660_face/yUjKnpColooH88BFQJwwgNOQ56N.jpg,1946-09-06,2000000.0
770,['English'],1945.0,0038109,111.0,7.6,931,['USA'],31870.0,Spellbound,https://themoviedb.org/movie/4174,7000000.0,4174,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,https://image.tmdb.org/t/p/w440_and_h660_face/qzqt6aZrCMicCZbCoKa6JNv0aJq.jpg,1945-12-28,1500000.0
771,"['English', ' French', ' Italian']",1957.0,0050105,119.0,7.6,932,['USA'],21177.0,"Affair to Remember, An",https://themoviedb.org/movie/8356,3800000.0,8356,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,https://image.tmdb.org/t/p/w440_and_h660_face/jwbWglYHbjqUu8M9DjTYzTOFklt.jpg,1957-07-11,2100000.0
772,"['English', ' French']",1955.0,0048728,106.0,7.5,933,['USA'],44006.0,To Catch a Thief,https://themoviedb.org/movie/381,8750000.0,381,"When a reformed jewel thief is suspected of returning to his former occupation, he must ferret out the real thief in order to prove his innocence.",https://image.tmdb.org/t/p/w440_and_h660_face/9UdAlTenWqxj2l5oFExkjuVHmKO.jpg,,2500000.0
773,['English'],1950.0,0042451,92.0,7.2,934,['USA'],7468.0,Father of the Bride,https://themoviedb.org/movie/20758,,20758,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",https://image.tmdb.org/t/p/w440_and_h660_face/aJJVciozGtrjVrwBaaaMCn1cT64.jpg,1950-06-16,
774,"['English', ' French']",1953.0,0045537,112.0,7.6,935,['USA'],7160.0,"Band Wagon, The",https://themoviedb.org/movie/29376,,29376,A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.,https://image.tmdb.org/t/p/w440_and_h660_face/5CvUmTWK46rShfgLmw7LuKF2fYL.jpg,1953-08-07,
775,"['English', ' Russian']",1939.0,0031725,110.0,8.0,936,['USA'],13967.0,Ninotchka,https://themoviedb.org/movie/1859,2279000.0,1859,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,https://image.tmdb.org/t/p/w440_and_h660_face/5ZtDgpG12NfMgRZBt7BTHyggjPN.jpg,1940-02-01,1365000.0
776,"['English', ' French']",1957.0,0050658,130.0,7.3,937,['USA'],9749.0,Love in the Afternoon,https://themoviedb.org/movie/18299,,18299,A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.,https://image.tmdb.org/t/p/w440_and_h660_face/bVgc2kyFoaDC6lU6VyVBDJVXCZG.jpg,1957-06-30,
777,"['English', ' French']",1958.0,0051658,115.0,6.9,938,['USA'],14066.0,Gigi,https://themoviedb.org/movie/17281,,17281,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long.",https://image.tmdb.org/t/p/w440_and_h660_face/v4jPy20pdYIFiqtsNvrek7l6ALl.jpg,1958-08-04,3319355.0
778,['English'],1958.0,0052126,94.0,6.9,939,['USA'],873.0,"Reluctant Debutante, The",https://themoviedb.org/movie/64382,,64382,"A teenage American girl while visiting her father, is thrown into London society during the Debutante Season.",https://image.tmdb.org/t/p/w440_and_h660_face/qQxiJewNe8AT0Tx3d6KXQJzIQ5M.jpg,1958-12-25,
779,['English'],1938.0,0029843,102.0,8.0,940,['USA'],37901.0,"Adventures of Robin Hood, The",https://themoviedb.org/movie/10907,,10907,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",https://image.tmdb.org/t/p/w440_and_h660_face/lWdo53h9tmSnlCY9JxeRWPozoPN.jpg,1938-05-14,1900000.0
780,"['English', ' Spanish']",1940.0,0032762,94.0,7.6,941,['USA'],7399.0,"Mark of Zorro, The",https://themoviedb.org/movie/32093,,32093,A young aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.,https://image.tmdb.org/t/p/w440_and_h660_face/ahmBBQHINkGpgnxnuBIfzUC9mkL.jpg,1940-11-08,
781,['English'],1944.0,0037008,88.0,8.1,942,['USA'],30335.0,Laura,https://themoviedb.org/movie/1939,2000000.0,1939,A police detective falls in love with the woman whose murder he is investigating.,https://image.tmdb.org/t/p/w440_and_h660_face/utpUn9TdBIx6x2QX91YhYzFZxg1.jpg,1944-11-01,1020000.0
782,['English'],1947.0,0039420,104.0,7.9,943,['USA'],11590.0,"Ghost and Mrs. Muir, The",https://themoviedb.org/movie/22292,,22292,"In 1900, a young widow finds her seaside cottage is haunted...and forms a unique relationship with the ghost.",https://image.tmdb.org/t/p/w440_and_h660_face/aFdHBIEj0ehjpEHRAUdXT1MJxum.jpg,1947-05-01,
783,"['English', ' Mandarin']",1937.0,0029162,97.0,7.8,944,['USA'],9114.0,Lost Horizon,https://themoviedb.org/movie/3598,,3598,A plane crash delivers a group of people to the secluded land of Shangri-La -- but is it the miraculous utopia it appears to be?,https://image.tmdb.org/t/p/w440_and_h660_face/jCY8uJ80xlO2ApfrsB8s2gzyiBX.jpg,1937-09-01,4000000.0
784,"['English', ' Italian']",1935.0,0027125,101.0,7.8,945,['USA'],12898.0,Top Hat,https://themoviedb.org/movie/3080,3202000.0,3080,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",https://image.tmdb.org/t/p/w440_and_h660_face/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg,1935-09-06,609000.0
785,"['English', ' German']",1942.0,0035446,99.0,8.2,946,['USA'],18463.0,To Be or Not to Be,https://themoviedb.org/movie/198,,198,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",https://image.tmdb.org/t/p/w440_and_h660_face/dDQRpEoyjHT4fzw9cNklIvZuXYg.jpg,1942-03-06,
786,"['English', ' Russian']",1936.0,0028010,94.0,8.1,947,['USA'],15206.0,My Man Godfrey,https://themoviedb.org/movie/13562,,13562,A scatterbrained socialite hires a vagrant as a family butler...but there's more to Godfrey than meets the eye.,https://image.tmdb.org/t/p/w440_and_h660_face/wtfOW7fIxBZWY78rvUoPpWhMSiR.jpg,1936-09-17,656000.0
787,"['English', ' Spanish']",1956.0,0049261,201.0,7.7,948,['USA'],25523.0,Giant,https://themoviedb.org/movie/1712,35000000.0,1712,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,https://image.tmdb.org/t/p/w440_and_h660_face/oQ1Arue52pFLSvvwfcNTy16hTCG.jpg,1956-11-24,5400000.0
788,['English'],1955.0,0048028,115.0,8.0,949,['USA'],29380.0,East of Eden,https://themoviedb.org/movie/220,5.0,220,"In the Salinas Valley, in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother Aron for the love of their father Adam. Cal is frustrated at ...",https://image.tmdb.org/t/p/w440_and_h660_face/4MXfPlVS5aY6FJlJ5Y0qXsPnNcy.jpg,1955-04-10,1.0
789,['English'],1934.0,0025878,91.0,8.2,950,['USA'],20187.0,"Thin Man, The",https://themoviedb.org/movie/3529,1423000.0,3529,"Nick and Nora Charles, a former detective and his rich, playful wife, investigate a murder case mostly for the fun of it.",https://image.tmdb.org/t/p/w440_and_h660_face/kVYDx3jOGS4Hbs3ykvewHmwAw9B.jpg,1934-05-25,226408.0
790,"['English', ' French']",1940.0,0032599,92.0,8.0,951,['USA'],40058.0,His Girl Friday,https://themoviedb.org/movie/3085,,3085,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,https://image.tmdb.org/t/p/w440_and_h660_face/fmQLvnDEL9wlE6FzB1S84yskdkT.jpg,1940-01-18,
791,"['English', ' Spanish', ' French']",1956.0,0048960,175.0,6.8,952,['USA'],17447.0,Around the World in 80 Days,https://themoviedb.org/movie/2897,42000000.0,2897,A Victorian Englishman bets that with the new steamships and railways he can do what the title says.,https://image.tmdb.org/t/p/w440_and_h660_face/esBA7HPwsIBJxuxwA3T8SQkJQBS.jpg,1956-10-17,6000000.0
792,['English'],1946.0,0038650,130.0,8.6,953,['USA'],265900.0,It's a Wonderful Life,https://themoviedb.org/movie/1585,9644124.0,1585,An angel helps a compassionate but despairingly frustrated businessman by showing what life would have been like if he never existed.,https://image.tmdb.org/t/p/w440_and_h660_face/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,1947-01-07,3180000.0
793,['English'],1939.0,0031679,129.0,8.3,954,['USA'],74746.0,Mr. Smith Goes to Washington,https://themoviedb.org/movie/3083,9600000.0,3083,"A naive man is appointed to fill a vacancy in the US Senate. His plans promptly collide with political corruption, but he doesn't back down.",https://image.tmdb.org/t/p/w440_and_h660_face/2gJLSn3ipt3gDRfwOxXRraH6YtM.jpg,1939-10-19,1500000.0
794,['English'],1938.0,0029947,102.0,8.0,955,['USA'],43576.0,Bringing Up Baby,https://themoviedb.org/movie/900,,900,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard Baby.",https://image.tmdb.org/t/p/w440_and_h660_face/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg,1938-02-18,1073000.0
795,['English'],1941.0,0034012,119.0,7.2,956,['USA'],4450.0,Penny Serenade,https://themoviedb.org/movie/43795,,43795,A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.,https://image.tmdb.org/t/p/w440_and_h660_face/74e4UEyazlGkMUNs1TGQUJ3ujk1.jpg,1941-04-24,
796,['English'],1926.0,0017350,115.0,7.8,957,['USA'],1091.0,"Scarlet Letter, The",https://themoviedb.org/movie/85638,,85638,"After having a child out of wedlock, a young Puritan woman is pressured to reveal the name of her lover.",https://image.tmdb.org/t/p/w440_and_h660_face/4c5u528tDEWK68ImgWaMpMKgHI6.jpg,1927-01-08,
797,['English'],1946.0,0038300,100.0,6.9,960,['USA'],1662.0,Angel on My Shoulder,https://themoviedb.org/movie/22688,,22688,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.,https://image.tmdb.org/t/p/w440_and_h660_face/rTbCACJr43lerhUNGnMpYtc9rdk.jpg,1946-09-20,
798,['English'],1936.0,0027893,102.0,7.3,961,['USA'],1236.0,Little Lord Fauntleroy,https://themoviedb.org/movie/23114,,23114,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,https://image.tmdb.org/t/p/w440_and_h660_face/tH2RxIEugTQ5SwfiOfLhPcnopP8.jpg,1936-03-06,
799,['English'],1939.0,0032022,92.0,7.1,962,['USA'],1377.0,They Made Me a Criminal,https://themoviedb.org/movie/26378,,26378,A boxer flees believing he has comitted a murder while he was drunk.,https://image.tmdb.org/t/p/w440_and_h660_face/aNiWJ2C8Amrun55JCvuvGEPIXli.jpg,1939-01-28,
800,['English'],1949.0,0041509,102.0,6.9,963,['USA'],2317.0,"Inspector General, The",https://themoviedb.org/movie/40206,,40206,An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom ...,https://image.tmdb.org/t/p/w440_and_h660_face/6CArPzDnzS04QNQ94wphh6cLecY.jpg,1949-12-31,
801,['English'],1947.0,0039152,100.0,7.0,964,['USA'],3725.0,Angel and the Badman,https://themoviedb.org/movie/22356,,22356,"Quirt Evans, an all round bad guy, is nursed back to health and sought after by Penelope Worth, a Quaker girl. He eventually finds himself having to choose between his world and the world Penelope lives in.",https://image.tmdb.org/t/p/w440_and_h660_face/tbnte13MT1mke828R0rKmNZ41G6.jpg,1947-02-15,
802,['English'],1935.0,0026029,86.0,7.8,965,['UK'],38831.0,"39 Steps, The",https://themoviedb.org/movie/260,,260,"A man in London tries to help a counterespionage agent. But when the agent is killed and the man stands accused, he must go on the run to both save himself and also stop a spy ring which is trying to steal top secret information.",https://image.tmdb.org/t/p/w440_and_h660_face/paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg,1935-08-01,
803,"['English', ' Italian']",1945.0,0038235,117.0,7.3,966,['USA'],2645.0,A Walk in the Sun,https://themoviedb.org/movie/43488,,43488,"During WWII, a platoon of American soldiers trudge through the Italian countryside in search of a bridge they have been ordered to blow up, encountering danger and destruction along the way.",https://image.tmdb.org/t/p/w440_and_h660_face/cY0ocPFS6tEXzobwYAXfXs2CDh.jpg,1945-12-25,
804,['English'],1968.0,0063350,96.0,8.0,968,['USA'],85202.0,Night of the Living Dead,https://themoviedb.org/movie/10331,30000000.0,10331,A group of people hide from bloodthirsty zombies in a farmhouse.,https://image.tmdb.org/t/p/w440_and_h660_face/rSBkU4g4uvZQIMOSpvrmvR4VwhA.jpg,1968-10-01,114000.0
805,"['English', ' German', ' Swahili']",1951.0,0043265,105.0,7.9,969,"['USA', ' UK']",57281.0,"African Queen, The",https://themoviedb.org/movie/488,46921.0,488,"In Africa during WWI, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",https://image.tmdb.org/t/p/w440_and_h660_face/kzqt7xUhj4mcoAvx48EvDMCoK46.jpg,1952-02-20,1000000.0
806,"['English', ' Italian']",1953.0,0046414,89.0,6.6,970,"['UK', ' USA', ' Italy']",5979.0,Beat the Devil,https://themoviedb.org/movie/22733,,22733,"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",https://image.tmdb.org/t/p/w440_and_h660_face/97B9N41lJUDarWSNYjyJsf6Ns6R.jpg,1953-12-17,1000000.0
807,['English'],1958.0,0051459,108.0,8.1,971,['USA'],32709.0,Cat on a Hot Tin Roof,https://themoviedb.org/movie/261,17570324.0,261,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",https://image.tmdb.org/t/p/w440_and_h660_face/vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg,1958-09-20,3000000.0
808,['English'],1954.0,0047162,116.0,6.2,972,['USA'],2449.0,"Last Time I Saw Paris, The",https://themoviedb.org/movie/57575,105.0,57575,Charles returns to Paris to reminisce about the life he led in Paris after it was liberated. He worked on Stars and Stripes when he met Marion and Helen. He would marry and be happy ...,https://image.tmdb.org/t/p/w440_and_h660_face/coW8Z2w0iyX3FPyPCvBYAWeKf8V.jpg,1955-04-03,
809,['English'],1941.0,0033891,122.0,7.7,973,['USA'],8926.0,Meet John Doe,https://themoviedb.org/movie/32574,,32574,"A man needing money agrees to impersonate a nonexistent person who said he'd be committing suicide as a protest, and a political movement begins.",https://image.tmdb.org/t/p/w440_and_h660_face/AmbFL6IYyyIMNuwbwCx8qolhAgD.jpg,1941-05-03,
