relationship.start,relationship.end,end.identity,end.properties.name
3258,10,10,Drama
3258,9,9,Romance
3259,161,161,Western
3259,13,13,Action
3259,10,10,Drama
3259,56,56,War
3260,14,14,Crime
3260,10,10,Drama
3261,161,161,Western
3262,10,10,Drama
3263,10,10,Drama
3263,56,56,War
3264,10,10,Drama
3265,37,37,Sci-Fi
3265,23,23,Horror
3266,10,10,Drama
3266,14,14,Crime
3266,16,16,Thriller
3267,13,13,Action
3267,4,4,Comedy
3268,9,9,Romance
3268,10,10,Drama
3269,10,10,Drama
3270,10,10,Drama
3270,14,14,Crime
3270,16,16,Thriller
3270,33,33,Mystery
3271,10,10,Drama
3272,9,9,Romance
3272,10,10,Drama
3273,10,10,Drama
3273,9,9,Romance
3273,4,4,Comedy
3274,9,9,Romance
3274,4,4,Comedy
3274,10,10,Drama
3275,4,4,Comedy
3275,13,13,Action
3276,9,9,Romance
3276,10,10,Drama
3277,4,4,Comedy
3278,4,4,Comedy
3278,9,9,Romance
3279,10,10,Drama
3279,9,9,Romance
3280,9,9,Romance
3280,4,4,Comedy
3281,16,16,Thriller
3281,10,10,Drama
3282,37,37,Sci-Fi
3282,4,4,Comedy
3283,4,4,Comedy
3284,4,4,Comedy
3285,9,9,Romance
3285,10,10,Drama
3285,4,4,Comedy
3286,13,13,Action
3286,16,16,Thriller
3286,14,14,Crime
3286,4,4,Comedy
3287,13,13,Action
3287,10,10,Drama
3287,14,14,Crime
3287,4,4,Comedy
3288,14,14,Crime
3288,33,33,Mystery
3288,9,9,Romance
3288,16,16,Thriller
3288,13,13,Action
3289,10,10,Drama
3289,9,9,Romance
3289,16,16,Thriller
3290,4,4,Comedy
3291,2,2,Animation
3291,3,3,Children
3292,4,4,Comedy
3292,9,9,Romance
3293,37,37,Sci-Fi
3293,9,9,Romance
3294,10,10,Drama
3295,10,10,Drama
3296,10,10,Drama
3297,4,4,Comedy
3297,49,49,Documentary
3298,10,10,Drama
3298,1,1,Adventure
3298,56,56,War
3298,13,13,Action
3299,4,4,Comedy
3300,23,23,Horror
3300,6,6,Fantasy
3300,16,16,Thriller
3301,16,16,Thriller
3301,161,161,Western
3301,14,14,Crime
3301,10,10,Drama
3301,13,13,Action
3302,10,10,Drama
3303,16,16,Thriller
3303,10,10,Drama
3304,56,56,War
3304,10,10,Drama
3305,10,10,Drama
3306,4,4,Comedy
3307,4,4,Comedy
3308,10,10,Drama
3309,37,37,Sci-Fi
3309,1,1,Adventure
3309,4,4,Comedy
3309,13,13,Action
3310,10,10,Drama
3311,4,4,Comedy
3312,16,16,Thriller
3312,23,23,Horror
3313,10,10,Drama
3314,16,16,Thriller
3314,23,23,Horror
3314,4,4,Comedy
3315,6,6,Fantasy
3315,4,4,Comedy
3316,37,37,Sci-Fi
3316,9,9,Romance
3316,4,4,Comedy
3317,9,9,Romance
3317,4,4,Comedy
3318,1,1,Adventure
3318,13,13,Action
3318,37,37,Sci-Fi
3318,6,6,Fantasy
3319,4,4,Comedy
3319,1,1,Adventure
3319,23,23,Horror
3320,10,10,Drama
3321,10,10,Drama
3321,14,14,Crime
3322,9,9,Romance
3322,10,10,Drama
3323,9,9,Romance
3323,4,4,Comedy
3324,10,10,Drama
3324,16,16,Thriller
3324,1,1,Adventure
3324,13,13,Action
3325,23,23,Horror
3325,33,33,Mystery
3326,10,10,Drama
3326,9,9,Romance
3327,10,10,Drama
3327,33,33,Mystery
3327,9,9,Romance
3328,23,23,Horror
3328,16,16,Thriller
3329,4,4,Comedy
3329,9,9,Romance
3330,4,4,Comedy
3330,10,10,Drama
3330,9,9,Romance
3331,9,9,Romance
3331,6,6,Fantasy
3331,4,4,Comedy
3332,10,10,Drama
3332,9,9,Romance
3333,4,4,Comedy
3334,4,4,Comedy
3334,2,2,Animation
3334,6,6,Fantasy
3335,16,16,Thriller
3335,13,13,Action
3336,13,13,Action
3336,4,4,Comedy
3337,4,4,Comedy
3338,10,10,Drama
3338,13,13,Action
3339,16,16,Thriller
3340,9,9,Romance
3340,4,4,Comedy
3341,4,4,Comedy
3342,49,49,Documentary
3343,9,9,Romance
3343,4,4,Comedy
3344,10,10,Drama
3345,4,4,Comedy
3345,10,10,Drama
3346,14,14,Crime
3346,33,33,Mystery
3346,16,16,Thriller
3347,10,10,Drama
3348,10,10,Drama
3349,10,10,Drama
3349,13,13,Action
3350,4,4,Comedy
3351,10,10,Drama
3351,4,4,Comedy
3352,10,10,Drama
3352,4,4,Comedy
3352,9,9,Romance
3353,49,49,Documentary
3354,10,10,Drama
3354,4,4,Comedy
3354,9,9,Romance
3355,10,10,Drama
3356,63,63,Musical
3356,3,3,Children
3357,10,10,Drama
3358,10,10,Drama
3359,4,4,Comedy
3359,10,10,Drama
3359,9,9,Romance
3360,9,9,Romance
3360,56,56,War
3360,10,10,Drama
3361,23,23,Horror
3361,33,33,Mystery
3362,4,4,Comedy
3363,37,37,Sci-Fi
3364,13,13,Action
3365,4,4,Comedy
3366,13,13,Action
3366,14,14,Crime
3366,10,10,Drama
3367,9,9,Romance
3367,10,10,Drama
3367,4,4,Comedy
3368,56,56,War
3368,1,1,Adventure
3368,13,13,Action
3369,49,49,Documentary
3370,14,14,Crime
3370,13,13,Action
3370,16,16,Thriller
3370,23,23,Horror
3370,10,10,Drama
3371,10,10,Drama
3372,33,33,Mystery
3372,14,14,Crime
3373,16,16,Thriller
3373,37,37,Sci-Fi
3373,23,23,Horror
3374,4,4,Comedy
3375,4,4,Comedy
3376,10,10,Drama
3377,49,49,Documentary
3378,10,10,Drama
3378,14,14,Crime
3379,4,4,Comedy
3380,4,4,Comedy
3381,4,4,Comedy
3382,23,23,Horror
3383,56,56,War
3383,10,10,Drama
3384,16,16,Thriller
3384,13,13,Action
3385,4,4,Comedy
3386,16,16,Thriller
3386,33,33,Mystery
3387,9,9,Romance
3387,4,4,Comedy
3387,14,14,Crime
3388,9,9,Romance
3388,4,4,Comedy
3389,4,4,Comedy
3389,9,9,Romance
3390,4,4,Comedy
3390,1,1,Adventure
3390,3,3,Children
3390,13,13,Action
3391,4,4,Comedy
3392,10,10,Drama
3392,16,16,Thriller
3393,16,16,Thriller
3393,10,10,Drama
3394,49,49,Documentary
3395,49,49,Documentary
3396,16,16,Thriller
3396,33,33,Mystery
3396,14,14,Crime
3396,13,13,Action
3397,10,10,Drama
3397,14,14,Crime
3398,3,3,Children
3398,2,2,Animation
3399,4,4,Comedy
3399,10,10,Drama
3399,9,9,Romance
3400,1,1,Adventure
3400,4,4,Comedy
3400,33,33,Mystery
3400,9,9,Romance
3401,4,4,Comedy
3402,10,10,Drama
3402,16,16,Thriller
3403,10,10,Drama
3404,4,4,Comedy
3404,10,10,Drama
3405,4,4,Comedy
3406,14,14,Crime
3406,13,13,Action
3406,10,10,Drama
3407,10,10,Drama
3408,13,13,Action
3408,16,16,Thriller
3409,23,23,Horror
3410,4,4,Comedy
3411,4,4,Comedy
3412,4,4,Comedy
3412,1,1,Adventure
3412,16,16,Thriller
3412,13,13,Action
3413,10,10,Drama
3414,10,10,Drama
3415,10,10,Drama
3415,9,9,Romance
3416,6,6,Fantasy
3416,1,1,Adventure
3416,37,37,Sci-Fi
3416,13,13,Action
3417,4,4,Comedy
3418,1,1,Adventure
3418,37,37,Sci-Fi
3419,49,49,Documentary
3420,14,14,Crime
3421,9,9,Romance
3421,4,4,Comedy
3421,10,10,Drama
3422,4,4,Comedy
3423,10,10,Drama
3423,6,6,Fantasy
3424,4,4,Comedy
3425,4,4,Comedy
3425,10,10,Drama
3425,63,63,Musical
3426,4,4,Comedy
3426,14,14,Crime
3427,10,10,Drama
3428,4,4,Comedy
3429,6,6,Fantasy
3429,3,3,Children
3429,63,63,Musical
3430,9,9,Romance
3430,10,10,Drama
3431,10,10,Drama
3432,16,16,Thriller
3432,162,162,Film-Noir
3432,14,14,Crime
3433,13,13,Action
3433,9,9,Romance
3433,4,4,Comedy
3434,10,10,Drama
3435,10,10,Drama
3436,49,49,Documentary
3437,9,9,Romance
3437,16,16,Thriller
3438,9,9,Romance
3438,6,6,Fantasy
3438,4,4,Comedy
3438,3,3,Children
3438,2,2,Animation
3438,1,1,Adventure
3439,9,9,Romance
3439,63,63,Musical
3439,10,10,Drama
3440,56,56,War
3440,9,9,Romance
3440,10,10,Drama
3440,13,13,Action
3441,10,10,Drama
3441,1,1,Adventure
3442,10,10,Drama
3443,4,4,Comedy
3443,9,9,Romance
3444,4,4,Comedy
3444,10,10,Drama
3445,161,161,Western
3446,161,161,Western
3446,4,4,Comedy
3447,10,10,Drama
3448,10,10,Drama
3448,161,161,Western
3449,14,14,Crime
3449,16,16,Thriller
3449,10,10,Drama
3450,161,161,Western
3450,1,1,Adventure
3451,161,161,Western
3452,16,16,Thriller
3452,10,10,Drama
3452,14,14,Crime
3453,14,14,Crime
3453,4,4,Comedy
3454,10,10,Drama
3455,56,56,War
3455,9,9,Romance
3455,10,10,Drama
3456,56,56,War
3456,10,10,Drama
3457,1,1,Adventure
3457,13,13,Action
3457,10,10,Drama
3457,56,56,War
3458,4,4,Comedy
3459,9,9,Romance
3459,10,10,Drama
3460,37,37,Sci-Fi
3460,4,4,Comedy
3461,14,14,Crime
3461,10,10,Drama
3461,13,13,Action
3462,10,10,Drama
3463,10,10,Drama
3463,4,4,Comedy
3464,56,56,War
3464,4,4,Comedy
3465,4,4,Comedy
3465,49,49,Documentary
3466,13,13,Action
3466,16,16,Thriller
3466,14,14,Crime
3467,10,10,Drama
3467,4,4,Comedy
3468,56,56,War
3468,13,13,Action
3469,16,16,Thriller
3469,14,14,Crime
3470,10,10,Drama
3470,13,13,Action
3471,63,63,Musical
3471,4,4,Comedy
3471,9,9,Romance
3472,4,4,Comedy
3472,10,10,Drama
3472,9,9,Romance
3473,4,4,Comedy
3474,63,63,Musical
3475,4,4,Comedy
3475,9,9,Romance
3476,3,3,Children
3476,6,6,Fantasy
3476,1,1,Adventure
3476,2,2,Animation
3477,13,13,Action
3477,1,1,Adventure
3478,4,4,Comedy
3479,16,16,Thriller
3479,14,14,Crime
3479,13,13,Action
3480,1,1,Adventure
3480,10,10,Drama
3480,37,37,Sci-Fi
3481,14,14,Crime
3481,10,10,Drama
3482,9,9,Romance
3482,10,10,Drama
3483,10,10,Drama
3483,4,4,Comedy
3484,10,10,Drama
3484,14,14,Crime
3485,10,10,Drama
3485,9,9,Romance
3486,4,4,Comedy
3487,10,10,Drama
3487,14,14,Crime
3487,33,33,Mystery
3487,16,16,Thriller
3488,10,10,Drama
3489,3,3,Children
3489,4,4,Comedy
3490,13,13,Action
3491,4,4,Comedy
3492,10,10,Drama
3493,16,16,Thriller
3493,14,14,Crime
3493,10,10,Drama
3494,10,10,Drama
3495,6,6,Fantasy
3495,9,9,Romance
3495,4,4,Comedy
3495,10,10,Drama
3496,63,63,Musical
3496,4,4,Comedy
3497,4,4,Comedy
3497,13,13,Action
3498,4,4,Comedy
3498,13,13,Action
3499,10,10,Drama
3499,4,4,Comedy
3500,4,4,Comedy
3500,13,13,Action
3500,9,9,Romance
3501,4,4,Comedy
3502,23,23,Horror
3503,10,10,Drama
3503,23,23,Horror
3503,6,6,Fantasy
3504,10,10,Drama
3505,14,14,Crime
3505,10,10,Drama
3505,161,161,Western
3506,10,10,Drama
3506,16,16,Thriller
3506,56,56,War
3507,10,10,Drama
3507,33,33,Mystery
3507,16,16,Thriller
3507,4,4,Comedy
3508,4,4,Comedy
3508,14,14,Crime
3508,10,10,Drama
3509,161,161,Western
3510,37,37,Sci-Fi
3510,16,16,Thriller
3511,4,4,Comedy
3512,23,23,Horror
3513,10,10,Drama
3514,10,10,Drama
3515,10,10,Drama
3516,162,162,Film-Noir
3517,10,10,Drama
3518,4,4,Comedy
3518,10,10,Drama
3518,9,9,Romance
3518,161,161,Western
3519,10,10,Drama
3519,162,162,Film-Noir
3520,10,10,Drama
3521,23,23,Horror
3522,10,10,Drama
3522,13,13,Action
3522,16,16,Thriller
3522,9,9,Romance
3523,16,16,Thriller
3523,13,13,Action
3524,13,13,Action
3525,13,13,Action
3525,10,10,Drama
3525,4,4,Comedy
3526,16,16,Thriller
3526,37,37,Sci-Fi
3526,13,13,Action
3527,13,13,Action
3527,14,14,Crime
3528,1,1,Adventure
3528,49,49,Documentary
3528,51,51,IMAX
3529,6,6,Fantasy
3529,37,37,Sci-Fi
3529,1,1,Adventure
3529,2,2,Animation
3530,9,9,Romance
3530,4,4,Comedy
3531,13,13,Action
3531,10,10,Drama
3532,16,16,Thriller
3532,14,14,Crime
3532,10,10,Drama
3533,10,10,Drama
3533,9,9,Romance
3533,4,4,Comedy
3534,4,4,Comedy
3535,51,51,IMAX
3535,49,49,Documentary
3536,51,51,IMAX
3536,37,37,Sci-Fi
3536,10,10,Drama
3536,2,2,Animation
3537,49,49,Documentary
3537,51,51,IMAX
3538,51,51,IMAX
3538,49,49,Documentary
3539,6,6,Fantasy
3539,4,4,Comedy
3540,9,9,Romance
3540,10,10,Drama
3540,4,4,Comedy
3541,10,10,Drama
3542,13,13,Action
3542,14,14,Crime
3542,10,10,Drama
3543,1,1,Adventure
3543,4,4,Comedy
3543,6,6,Fantasy
3544,14,14,Crime
3544,33,33,Mystery
3545,10,10,Drama
3546,4,4,Comedy
3546,9,9,Romance
3547,10,10,Drama
3547,56,56,War
3548,63,63,Musical
3548,4,4,Comedy
3548,10,10,Drama
3549,10,10,Drama
3549,56,56,War
3550,1,1,Adventure
3550,4,4,Comedy
3550,3,3,Children
3551,10,10,Drama
3551,4,4,Comedy
3552,63,63,Musical
3552,10,10,Drama
3553,37,37,Sci-Fi
3553,23,23,Horror
3554,10,10,Drama
3555,4,4,Comedy
3556,10,10,Drama
3557,10,10,Drama
3557,9,9,Romance
3558,14,14,Crime
3558,10,10,Drama
3558,13,13,Action
3559,4,4,Comedy
3559,9,9,Romance
3560,4,4,Comedy
3561,16,16,Thriller
3562,4,4,Comedy
3562,37,37,Sci-Fi
3563,4,4,Comedy
3563,23,23,Horror
3563,37,37,Sci-Fi
3564,9,9,Romance
3564,4,4,Comedy
3565,16,16,Thriller
3565,33,33,Mystery
3565,162,162,Film-Noir
3566,14,14,Crime
3566,13,13,Action
3566,16,16,Thriller
3567,4,4,Comedy
3568,10,10,Drama
3568,4,4,Comedy
3569,23,23,Horror
3569,4,4,Comedy
3570,4,4,Comedy
3570,3,3,Children
3571,9,9,Romance
3572,16,16,Thriller
3572,33,33,Mystery
3572,14,14,Crime
3573,10,10,Drama
3574,4,4,Comedy
3575,4,4,Comedy
3576,49,49,Documentary
3577,4,4,Comedy
3578,4,4,Comedy
3578,23,23,Horror
3579,3,3,Children
3579,2,2,Animation
3579,6,6,Fantasy
3579,1,1,Adventure
3580,4,4,Comedy
3581,10,10,Drama
3582,33,33,Mystery
3582,16,16,Thriller
3582,9,9,Romance
3583,4,4,Comedy
3583,10,10,Drama
3583,6,6,Fantasy
3584,4,4,Comedy
3585,4,4,Comedy
3585,9,9,Romance
3585,37,37,Sci-Fi
3586,9,9,Romance
3586,4,4,Comedy
3587,13,13,Action
3587,16,16,Thriller
3587,56,56,War
3588,4,4,Comedy
3588,10,10,Drama
3589,13,13,Action
3590,4,4,Comedy
3590,23,23,Horror
3591,37,37,Sci-Fi
3591,23,23,Horror
3591,4,4,Comedy
3592,161,161,Western
3592,10,10,Drama
3592,1,1,Adventure
3593,161,161,Western
3593,9,9,Romance
3593,10,10,Drama
3594,10,10,Drama
3595,10,10,Drama
3595,4,4,Comedy
3596,9,9,Romance
3596,63,63,Musical
3597,23,23,Horror
3598,13,13,Action
3598,1,1,Adventure
3599,4,4,Comedy
3599,37,37,Sci-Fi
3600,4,4,Comedy
3600,37,37,Sci-Fi
3601,10,10,Drama
3601,16,16,Thriller
3602,4,4,Comedy
3603,16,16,Thriller
3603,23,23,Horror
3603,37,37,Sci-Fi
3603,13,13,Action
3604,37,37,Sci-Fi
3604,16,16,Thriller
3604,13,13,Action
3605,10,10,Drama
3605,4,4,Comedy
3605,9,9,Romance
3606,10,10,Drama
3607,4,4,Comedy
3608,4,4,Comedy
3609,37,37,Sci-Fi
3609,23,23,Horror
3610,23,23,Horror
3610,4,4,Comedy
3611,33,33,Mystery
3611,4,4,Comedy
3612,4,4,Comedy
3613,10,10,Drama
3613,9,9,Romance
3613,6,6,Fantasy
3614,13,13,Action
3614,1,1,Adventure
3615,13,13,Action
3615,1,1,Adventure
3616,13,13,Action
3616,1,1,Adventure
3617,13,13,Action
3618,13,13,Action
3619,4,4,Comedy
3619,10,10,Drama
3620,1,1,Adventure
3620,4,4,Comedy
3620,37,37,Sci-Fi
3621,13,13,Action
3621,14,14,Crime
3621,10,10,Drama
3622,10,10,Drama
3622,4,4,Comedy
3623,56,56,War
3623,10,10,Drama
3624,9,9,Romance
3624,4,4,Comedy
3625,9,9,Romance
3625,10,10,Drama
3625,4,4,Comedy
3626,4,4,Comedy
3627,63,63,Musical
3627,4,4,Comedy
3627,37,37,Sci-Fi
3628,33,33,Mystery
3628,63,63,Musical
3628,10,10,Drama
3629,10,10,Drama
3630,4,4,Comedy
3630,6,6,Fantasy
3630,1,1,Adventure
3631,4,4,Comedy
3632,4,4,Comedy
3633,4,4,Comedy
3633,10,10,Drama
3634,9,9,Romance
3634,4,4,Comedy
3634,14,14,Crime
3635,4,4,Comedy
3635,9,9,Romance
3636,6,6,Fantasy
3636,4,4,Comedy
3637,10,10,Drama
3638,14,14,Crime
3638,10,10,Drama
3639,4,4,Comedy
3639,14,14,Crime
3639,33,33,Mystery
3639,16,16,Thriller
3640,10,10,Drama
3641,13,13,Action
3642,10,10,Drama
3643,10,10,Drama
3644,4,4,Comedy
3645,23,23,Horror
3645,37,37,Sci-Fi
3645,16,16,Thriller
3646,4,4,Comedy
3647,4,4,Comedy
3647,9,9,Romance
3648,4,4,Comedy
3649,4,4,Comedy
3650,2,2,Animation
3650,63,63,Musical
3650,4,4,Comedy
3651,37,37,Sci-Fi
3651,10,10,Drama
3651,16,16,Thriller
3652,37,37,Sci-Fi
3652,9,9,Romance
3652,10,10,Drama
3653,4,4,Comedy
3654,10,10,Drama
3654,4,4,Comedy
3655,14,14,Crime
3655,16,16,Thriller
3655,13,13,Action
3656,13,13,Action
3657,13,13,Action
3657,16,16,Thriller
3658,1,1,Adventure
3658,4,4,Comedy
3659,13,13,Action
3660,13,13,Action
3660,1,1,Adventure
3660,37,37,Sci-Fi
3660,16,16,Thriller
3661,4,4,Comedy
3661,9,9,Romance
3662,13,13,Action
3662,14,14,Crime
3662,16,16,Thriller
3663,4,4,Comedy
3663,10,10,Drama
3664,4,4,Comedy
3664,63,63,Musical
3664,10,10,Drama
3665,10,10,Drama
3665,37,37,Sci-Fi
3665,13,13,Action
3665,1,1,Adventure
3666,10,10,Drama
3666,4,4,Comedy
3666,9,9,Romance
3667,14,14,Crime
3667,16,16,Thriller
3667,23,23,Horror
3668,4,4,Comedy
3669,23,23,Horror
3669,37,37,Sci-Fi
3669,4,4,Comedy
3670,13,13,Action
3670,10,10,Drama
3671,10,10,Drama
3672,10,10,Drama
3672,16,16,Thriller
3672,23,23,Horror
3672,33,33,Mystery
3673,10,10,Drama
3674,4,4,Comedy
3675,10,10,Drama
3675,16,16,Thriller
3675,14,14,Crime
3676,14,14,Crime
3676,4,4,Comedy
3677,4,4,Comedy
3678,9,9,Romance
3678,4,4,Comedy
3679,4,4,Comedy
3680,10,10,Drama
3681,23,23,Horror
3681,16,16,Thriller
3682,16,16,Thriller
3682,14,14,Crime
3682,4,4,Comedy
3682,13,13,Action
3683,10,10,Drama
3684,4,4,Comedy
3684,13,13,Action
3685,4,4,Comedy
3686,4,4,Comedy
3686,14,14,Crime
3687,4,4,Comedy
3688,4,4,Comedy
3689,4,4,Comedy
3689,6,6,Fantasy
3689,23,23,Horror
3690,4,4,Comedy
3690,10,10,Drama
3691,13,13,Action
3691,23,23,Horror
3692,4,4,Comedy
3693,1,1,Adventure
3693,4,4,Comedy
3694,4,4,Comedy
3695,10,10,Drama
3695,1,1,Adventure
3696,63,63,Musical
3696,14,14,Crime
3697,37,37,Sci-Fi
3697,13,13,Action
3698,10,10,Drama
3699,4,4,Comedy
3700,23,23,Horror
3700,4,4,Comedy
3701,10,10,Drama
3701,4,4,Comedy
3702,9,9,Romance
3702,10,10,Drama
3702,16,16,Thriller
3703,3,3,Children
3703,9,9,Romance
3703,4,4,Comedy
3704,4,4,Comedy
3704,13,13,Action
3705,10,10,Drama
3706,4,4,Comedy
3706,1,1,Adventure
3707,4,4,Comedy
3708,4,4,Comedy
3709,161,161,Western
3709,63,63,Musical
3709,4,4,Comedy
3710,161,161,Western
3710,10,10,Drama
3711,49,49,Documentary
3712,10,10,Drama
3713,10,10,Drama
3713,37,37,Sci-Fi
3714,4,4,Comedy
3715,10,10,Drama
3716,13,13,Action
3716,4,4,Comedy
3717,4,4,Comedy
3718,14,14,Crime
3718,10,10,Drama
3718,2,2,Animation
3718,4,4,Comedy
3718,9,9,Romance
3718,16,16,Thriller
3718,13,13,Action
3719,23,23,Horror
3719,10,10,Drama
3719,33,33,Mystery
3719,16,16,Thriller
3720,4,4,Comedy
3720,13,13,Action
3720,161,161,Western
3721,4,4,Comedy
3722,10,10,Drama
3723,10,10,Drama
3724,16,16,Thriller
3724,23,23,Horror
3725,9,9,Romance
3725,10,10,Drama
3725,56,56,War
3726,4,4,Comedy
3727,10,10,Drama
3728,4,4,Comedy
3729,4,4,Comedy
3730,1,1,Adventure
3730,4,4,Comedy
3731,23,23,Horror
3731,37,37,Sci-Fi
3731,16,16,Thriller
3732,9,9,Romance
3732,4,4,Comedy
3732,10,10,Drama
3733,10,10,Drama
3734,9,9,Romance
3734,37,37,Sci-Fi
3735,4,4,Comedy
3735,9,9,Romance
3736,4,4,Comedy
3736,10,10,Drama
3736,9,9,Romance
3737,9,9,Romance
3737,4,4,Comedy
3738,23,23,Horror
3739,10,10,Drama
3740,4,4,Comedy
3740,3,3,Children
3740,13,13,Action
3741,4,4,Comedy
3741,3,3,Children
3741,13,13,Action
3742,3,3,Children
3742,13,13,Action
3743,16,16,Thriller
3743,13,13,Action
3744,23,23,Horror
3745,4,4,Comedy
3745,23,23,Horror
3746,33,33,Mystery
3746,16,16,Thriller
3746,10,10,Drama
3746,23,23,Horror
3747,4,4,Comedy
3748,9,9,Romance
3748,1,1,Adventure
3748,10,10,Drama
3748,13,13,Action
3749,10,10,Drama
3749,63,63,Musical
3749,4,4,Comedy
3750,10,10,Drama
3751,4,4,Comedy
3752,10,10,Drama
3753,14,14,Crime
3753,9,9,Romance
3753,10,10,Drama
3754,23,23,Horror
3754,4,4,Comedy
3755,16,16,Thriller
3755,33,33,Mystery
3755,14,14,Crime
3756,49,49,Documentary
3757,16,16,Thriller
3758,10,10,Drama
3759,10,10,Drama
3760,4,4,Comedy
3760,14,14,Crime
3761,10,10,Drama
3761,63,63,Musical
3761,9,9,Romance
3762,16,16,Thriller
3762,14,14,Crime
3762,10,10,Drama
3763,4,4,Comedy
3763,9,9,Romance
3764,49,49,Documentary
3765,10,10,Drama
3766,10,10,Drama
3767,23,23,Horror
3767,63,63,Musical
3767,16,16,Thriller
3767,4,4,Comedy
3767,6,6,Fantasy
3768,23,23,Horror
3769,1,1,Adventure
3769,4,4,Comedy
3769,9,9,Romance
3769,56,56,War
3770,4,4,Comedy
3770,9,9,Romance
3771,4,4,Comedy
3771,9,9,Romance
3772,13,13,Action
3772,1,1,Adventure
3772,4,4,Comedy
3772,14,14,Crime
3773,16,16,Thriller
3773,13,13,Action
3773,1,1,Adventure
3773,10,10,Drama
3773,9,9,Romance
3774,10,10,Drama
3775,4,4,Comedy
3775,13,13,Action
3775,56,56,War
3775,9,9,Romance
3776,16,16,Thriller
3776,10,10,Drama
3777,10,10,Drama
3777,4,4,Comedy
3778,10,10,Drama
3779,10,10,Drama
3780,10,10,Drama
3781,10,10,Drama
3781,63,63,Musical
3782,37,37,Sci-Fi
3782,1,1,Adventure
3783,16,16,Thriller
3784,10,10,Drama
3785,4,4,Comedy
3786,4,4,Comedy
3786,10,10,Drama
3786,13,13,Action
3786,1,1,Adventure
3787,1,1,Adventure
3787,16,16,Thriller
3788,3,3,Children
3788,4,4,Comedy
3789,4,4,Comedy
3789,9,9,Romance
3790,56,56,War
3790,10,10,Drama
3790,13,13,Action
3790,1,1,Adventure
3791,10,10,Drama
3791,14,14,Crime
3792,63,63,Musical
3792,4,4,Comedy
3793,10,10,Drama
3794,23,23,Horror
3794,16,16,Thriller
3794,33,33,Mystery
3795,4,4,Comedy
3796,10,10,Drama
3797,9,9,Romance
3797,10,10,Drama
3798,10,10,Drama
3798,14,14,Crime
3798,16,16,Thriller
3799,10,10,Drama
3799,9,9,Romance
3800,56,56,War
3800,10,10,Drama
3801,4,4,Comedy
3801,14,14,Crime
3801,9,9,Romance
3802,13,13,Action
3802,4,4,Comedy
3803,162,162,Film-Noir
3803,33,33,Mystery
3803,16,16,Thriller
3803,14,14,Crime
3803,10,10,Drama
3804,10,10,Drama
3804,4,4,Comedy
3805,10,10,Drama
3806,63,63,Musical
3807,16,16,Thriller
3807,14,14,Crime
3807,13,13,Action
3808,63,63,Musical
3808,10,10,Drama
3809,10,10,Drama
3809,14,14,Crime
3810,51,51,IMAX
3810,49,49,Documentary
3811,10,10,Drama
3812,4,4,Comedy
3812,14,14,Crime
3813,16,16,Thriller
3813,23,23,Horror
3813,33,33,Mystery
3813,14,14,Crime
3814,13,13,Action
3815,4,4,Comedy
3815,10,10,Drama
3816,2,2,Animation
3816,10,10,Drama
3816,6,6,Fantasy
3817,37,37,Sci-Fi
3817,6,6,Fantasy
3817,33,33,Mystery
3817,10,10,Drama
3818,9,9,Romance
3818,4,4,Comedy
3819,16,16,Thriller
3819,23,23,Horror
3820,10,10,Drama
3820,33,33,Mystery
3820,37,37,Sci-Fi
3820,16,16,Thriller
3821,10,10,Drama
3822,10,10,Drama
3822,14,14,Crime
3823,16,16,Thriller
3824,1,1,Adventure
3824,2,2,Animation
3824,3,3,Children
3824,4,4,Comedy
3824,6,6,Fantasy
3825,37,37,Sci-Fi
3825,13,13,Action
3825,16,16,Thriller
3826,10,10,Drama
3827,10,10,Drama
3827,14,14,Crime
3828,6,6,Fantasy
3828,4,4,Comedy
3828,9,9,Romance
3829,16,16,Thriller
3829,23,23,Horror
3830,4,4,Comedy
3831,6,6,Fantasy
3831,1,1,Adventure
3831,3,3,Children
3832,10,10,Drama
3832,9,9,Romance
3833,14,14,Crime
3833,33,33,Mystery
3833,16,16,Thriller
3833,4,4,Comedy
3834,1,1,Adventure
3834,4,4,Comedy
3834,6,6,Fantasy
3835,10,10,Drama
3835,16,16,Thriller
3835,13,13,Action
3835,14,14,Crime
3836,10,10,Drama
3836,6,6,Fantasy
3836,23,23,Horror
3836,16,16,Thriller
3836,56,56,War
3837,10,10,Drama
3838,6,6,Fantasy
3838,4,4,Comedy
3838,1,1,Adventure
3839,10,10,Drama
3839,9,9,Romance
3839,63,63,Musical
3840,9,9,Romance
3840,10,10,Drama
3840,14,14,Crime
3841,6,6,Fantasy
3841,1,1,Adventure
3841,13,13,Action
3842,9,9,Romance
3842,10,10,Drama
3843,9,9,Romance
3843,10,10,Drama
3844,13,13,Action
3844,56,56,War
3845,4,4,Comedy
3846,6,6,Fantasy
3846,33,33,Mystery
3846,16,16,Thriller
3847,10,10,Drama
3848,4,4,Comedy
3849,16,16,Thriller
3849,13,13,Action
3849,10,10,Drama
3850,33,33,Mystery
3850,16,16,Thriller
3851,10,10,Drama
3851,1,1,Adventure
3852,10,10,Drama
3852,63,63,Musical
3853,13,13,Action
3853,37,37,Sci-Fi
3853,1,1,Adventure
3854,14,14,Crime
3855,13,13,Action
3856,23,23,Horror
3857,16,16,Thriller
3857,13,13,Action
